imdb_id,original_title,popularity,release_date,revenue,runtime,Genres
tt0108162,Sliver,11.23297,21-05-1993,116300000,108,Music
tt0114478,Smoke,5.552946,09-06-1995,8349430,112,Adventure
tt0029583,Snow White and the Seven Dwarfs,16.263878,20-12-1937,184925486,83,Adventure
tt0108174,So I Married an Axe Murderer,8.051914,30-07-1993,11585483,93,Adventure
tt0114496,Something to Talk About,3.743212,04-08-1995,50892160,106,Fantasy
tt0108186,Son in Law,9.122718,02-07-1993,36448200,95,Thriller
tt0114500,Sonic Outlaws,0.001838,01-08-1995,0,87,Thriller
tt0111252,Spanking the Monkey,2.799575,15-01-1994,0,106,Action
tt0114508,Species,13.492845,07-07-1995,113374103,108,Action
tt0111256,Speechless,2.334226,16-12-1994,0,99,Music
tt0111257,Speed,10.859292,09-06-1994,350448145,116,Documentry
tt0111280,Star Trek: Generations,8.105708,17-11-1994,120000000,118,Drama
tt0076759,Star Wars,42.149697,25-05-1977,775398007,121,Drama
tt0111282,Stargate,13.328924,27-10-1994,196567262,121,Drama
tt0114536,Steal Big Steal Little,1.522412,29-09-1995,6278139,113,Family
tt0114558,Strange Days,11.223055,13-10-1995,7959291,145,Comedy
tt0111301,Street Fighter,13.58449,22-12-1994,99423521,102,Family
tt0108238,Striking Distance,13.390917,17-09-1993,0,102,Drama
tt0114571,Stuart Saves His Family,1.390885,12-04-1995,0,95,Drama
tt0114576,Sudden Death,5.23158,22-12-1995,64350171,106,Animation
tt0108255,Super Mario Bros.,7.198455,28-05-1993,20915465,104,Action
tt0111323,Surviving the Game,3.644641,15-04-1994,7690013,96,Adventure
tt0108260,Suture,1.298224,14-09-1993,102780,96,Documentry
tt0114594,Swimming with Sharks,5.869261,10-09-1994,0,101,Documentry
tt0114608,Tales from the Crypt: Demon Knight,9.455342,13-01-1995,0,92,Drama
tt0114609,Tales from the Hood,2.86007,24-05-1995,12000000,98,Action
tt0114614,Tank Girl,7.602087,31-03-1995,4064495,98,Adventure
tt0114618,Target,0.001205,01-08-1995,0,122,Adventure
tt0075314,Taxi Driver,14.092713,07-02-1976,28262574,114,Action
tt0111400,Terminal Velocity,8.012225,23-09-1994,16478900,102,Fantasy
tt0103064,Terminator 2: Judgment Day,22.661695,01-07-1991,520000000,137,Drama
tt0112288,The Addiction,3.137285,10-01-1995,0,82,Adventure
tt0109045,"The Adventures of Priscilla, Queen of the Desert",8.328596,31-05-1994,11220670,104,Adventure
tt0106226,The Age of Innocence,8.013617,17-09-1993,32255440,139,Adventure
tt0109067,The Air Up There,1.896273,07-01-1994,21011500,107,Action
tt0112342,The Amazing Panda Adventure,2.375865,25-08-1995,0,81,Animation
tt0112346,The American President,6.318445,17-11-1995,107879496,106,Family
tt0065421,The Aristocats,9.834047,23-12-1970,55675257,78,Adventure
tt0112438,The Babysitter,2.761837,17-10-1995,0,90,Adventure
tt0112435,The Baby-Sitters Club,2.15805,18-08-1995,0,94,Adventure
tt0112461,The Basketball Diaries,7.415144,21-04-1995,0,102,Family
tt0109226,"The Beans of Egypt, Maine",0.38247,01-01-1994,0,0,Adventure
tt0106400,The Beverly Hillbillies,5.673735,15-10-1993,0,93,Family
tt0112499,The Big Green,5.982764,29-09-1995,0,100,Drama
tt0115685,The Birdcage,6.49968,08-03-1996,185260553,117,Action
tt0106473,The Boys of St. Vincent,0.86539,06-12-1992,0,90,Drama
tt0112572,The Brady Bunch Movie,4.233092,16-02-1995,0,84,Drama
tt0112579,The Bridges of Madison County,5.951077,28-05-1995,182016617,135,Music
tt0112585,The Brothers McMullen,2.039196,09-08-1995,0,98,Comedy
tt0109340,The Browning Version,3.727644,12-10-1994,0,97,Documentry
tt0112651,The Celluloid Closet,6.784687,30-01-1996,0,102,Comedy
tt0109446,The Client,15.263829,20-07-1994,117615211,119,Documentry
tt0109493,The Cowboy Way,4.286279,03-06-1994,0,102,Action
tt0112744,The Crossing Guard,5.756462,15-11-1995,0,111,Music
tt0109506,The Crow,15.799336,11-05-1994,94000000,102,Thriller
tt0112757,The Cure,2.686342,21-04-1995,0,97,Drama
tt0112887,The Doom Generation,7.120806,27-10-1995,0,80,Action
tt0109729,The Endless Summer 2,0.408159,03-06-1994,0,109,Comedy
tt0112966,The Englishman Who Went Up a Hill But Came Down a Mountain,5.331753,12-05-1995,0,99,Action
tt0109783,The Favor,1.344876,29-04-1994,0,97,Family
tt0113043,The Fear,0.268043,20-01-1995,0,98,Adventure
tt0106918,The Firm,9.678367,30-06-1993,270248367,154,Thriller
tt0109813,The Flintstones,15.019586,26-05-1994,341631208,91,Drama
tt0106977,The Fugitive,10.08937,06-08-1993,368875760,130,Adventure
tt0109890,The Getaway,14.214403,11-02-1994,30,115,Music
tt0109906,The Glass Shield,1.012197,16-09-1994,0,109,Adventure
tt0107151,The House of the Spirits,10.687795,19-10-1993,0,140,Drama
tt0110074,The Hudsucker Proxy,7.550545,11-03-1994,0,111,Comedy
tt0113360,The Hunted,2.756986,24-02-1995,0,106,Action
tt0113419,The Indian in the Cupboard,10.673296,14-07-1995,0,96,Drama
tt0110137,The Inkwell,0.613335,22-04-1994,8880705,110,Drama
tt0110189,The Jerky Boys,0.748846,03-02-1995,0,82,Animation
tt0113490,The Journey of August King,0.411424,14-09-1995,0,91,Animation
tt0110213,The Jungle Book,10.714235,23-12-1994,0,111,Comedy
tt0116731,The Juror,6.010579,02-02-1996,0,118,Thriller
tt0113613,The Last Supper,4.619915,08-09-1995,442965,92,Thriller
tt0110357,The Lion King,21.605761,23-06-1994,788241776,89,Animation
tt0110366,The Little Rascals,6.707109,05-08-1994,67308282,82,Adventure
tt0110428,The Madness of King George,4.81307,28-12-1994,0,107,Adventure
tt0107501,The Man without a Face,5.997712,25-08-1993,24760338,114,Drama
tt0110475,The Mask,14.13488,29-07-1994,351583407,101,Drama
tt0110622,The Naked Gun 33⅓: The Final Insult,10.587232,18-03-1994,51132598,83,Adventure
tt0113952,The Neon Bible,0.370342,23-08-1995,0,91,Action
tt0113957,The Net,13.304342,28-07-1995,110627965,114,Adventure
tt0110647,The NeverEnding Story III,6.252377,26-10-1994,0,95,Adventure
tt0110649,The New Age,0.596207,16-09-1994,0,112,Drama
tt0110657,The Next Karate Kid,9.9697,18-07-1994,15826984,107,Drama
tt0107688,The Nightmare Before Christmas,17.730913,09-10-1993,75634409,76,Comedy
tt0110763,The Pagemaster,7.436001,23-11-1994,13670688,80,Drama
tt0117283,The Pallbearer,8.174116,03-05-1996,0,97,Family
tt0110771,The Paper,4.006063,18-03-1994,0,112,Drama
tt0114113,The Perez Family,1.433544,12-05-1995,2832826,113,Adventure
tt0107822,The Piano,7.436758,19-05-1993,116700000,121,Thriller
tt0107889,The Program,3.199976,24-09-1993,23042200,112,Adventure
tt0114194,The Prophecy,10.187623,01-09-1995,16,98,Music
tt0111003,The Puppet Masters,7.272296,21-10-1994,8638072,109,Documentry
tt0114214,The Quick and the Dead,7.54701,09-02-1995,18552460,107,Adventure
tt0110955,The Ref,5.868677,09-03-1994,11439193,97,Music
tt0107943,The Remains of the Day,12.222576,05-11-1993,23237911,134,Thriller
tt0110997,The River Wild,10.511241,30-09-1994,0,111,Adventure
tt0111001,The Road to Wellville,3.416181,28-10-1994,0,118,Drama
tt0108026,The Saint of Fort Washington,1.065843,03-11-1993,0,99,Comedy
tt0111070,The Santa Clause,9.665424,10-11-1994,189833357,97,Adventure
tt0114345,The Scarlet Letter,6.752119,13-10-1995,10382407,135,Drama
tt0111094,The Scout,5.715608,30-09-1994,0,101,Family
tt0108069,The Secret Adventures of Tom Thumb,0.381704,10-12-1993,0,61,Family
tt0108071,The Secret Garden,6.499523,13-08-1993,0,102,Drama
tt0111112,The Secret of Roan Inish,1.750481,01-01-1994,0,97,Drama
tt0111143,The Shadow,7.881107,01-07-1994,48063435,108,Drama
tt0111161,The Shawshank Redemption,51.645403,23-09-1994,28341469,142,Thriller
tt0114435,The Show,0.159596,25-08-1995,0,93,Drama
tt0102926,The Silence of the Lambs,4.307222,01-02-1991,272742922,119,Documentry
tt0111255,The Specialist,10.388183,07-10-1994,170362582,110,Adventure
tt0114534,The Stars Fell on Henrietta,0.913522,15-09-1995,0,109,Drama
tt0111309,The Sum of Us,1.407427,12-07-1994,0,100,Music
tt0111333,The Swan Princess,8.910462,18-11-1994,9771658,89,Drama
tt0108333,The Three Musketeers,6.34785,11-11-1993,53898845,105,Comedy
tt0114666,The Tie That Binds,1.820419,08-09-1995,5780000,99,Animation
tt0114788,The Underneath,2.059771,28-04-1995,0,99,Comedy
tt0114814,The Usual Suspects,16.302466,19-07-1995,23341568,106,Music
tt0114888,The Walking Dead,0.620873,24-02-1995,0,88,Comedy
tt0111667,The War,3.908596,04-11-1994,0,126,Drama
tt0108515,The War Room,1.273617,05-12-1993,0,96,Drama
tt0065214,The Wild Bunch,11.722424,17-06-1969,638641,145,Adventure
tt0111752,The Wooden Man's Bride,0.088451,05-02-1994,0,113,Drama
tt0115033,The Young Poisoner's Handbook,6.178497,20-01-1995,0,99,Comedy
tt0114658,Theodore Rex,2.583686,14-12-1995,0,92,Action
tt0114660,Things to Do in Denver When You're Dead,4.486179,01-12-1995,529766,116,Drama
tt0108328,Thirty Two Short Films About Glenn Gould,0.873068,26-11-1993,0,93,Action
tt0114663,Three Wishes,11.002046,27-10-1995,7025496,115,Family
tt0111418,Threesome,10.82236,08-04-1994,0,93,Drama
tt0111438,Timecop,8.907074,15-09-1994,101646581,99,Music
tt0114681,To Die For,10.448481,20-05-1995,21284514,106,Thriller
tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar",7.653446,07-09-1995,47774193,105,Drama
tt0111454,Tom & Viv,0.704204,15-04-1994,0,115,Adventure
tt0112302,Tom and Huck,2.561161,22-12-1995,0,97,Comedy
tt0108358,Tombstone,11.338194,25-12-1993,56505065,130,Animation
tt0114694,Tommy Boy,11.971318,31-03-1995,32648673,97,Action
tt0114702,Total Eclipse,4.546552,02-11-1995,339889,111,Family
tt0114706,Tough and Deadly,0.426887,14-02-1995,0,92,Thriller
tt0114709,Toy Story,21.946943,30-10-1995,373554033,81,Drama
tt0111488,Trial by Jury,0.85586,09-09-1994,0,107,Family
tt0111507,Trois couleurs : Blanc,6.5898,26-01-1994,0,91,Comedy
tt0108394,Trois couleurs : Bleu,8.843517,10-01-1993,0,98,Comedy
tt0111495,Trois couleurs : Rouge,7.832755,27-05-1994,0,99,Drama
tt0111503,True Lies,11.396099,14-07-1994,378882411,141,Thriller
tt0108399,True Romance,17.189328,09-09-1993,12281551,120,Family
tt0114746,Twelve Monkeys,12.297305,29-12-1995,168840000,129,Action
tt0114753,Two Bits,4.046208,22-10-1995,0,85,Drama
tt0118002,Two If by Sea,2.174487,12-01-1996,0,96,Family
tt0118001,Two Much,1.620174,14-02-1996,0,118,Adventure
tt0111543,Un indien dans la ville,4.728163,14-12-1994,0,90,Drama
tt0114781,Under Siege 2: Dark Territory,7.490247,13-07-1995,104324083,100,Drama
tt0118040,Unforgettable,2.464425,23-02-1996,0,106,Adventure
tt0114798,Unstrung Heroes,2.881689,15-09-1995,0,93,Drama
tt0114805,Unzipped,0.786023,11-08-1995,0,73,Adventure
tt0118055,Up Close & Personal,3.402749,01-03-1996,0,119,Fantasy
tt0114825,Vampire in Brooklyn,9.071127,26-10-1995,19800000,100,Family
tt0111590,Vanya on 42nd Street,7.039846,13-09-1994,0,119,Drama
tt0114852,Village of the Damned,6.529879,28-04-1995,0,99,Fantasy
tt0114857,Virtuosity,5.188399,04-08-1995,24048000,106,Family
tt0114885,Waiting to Exhale,3.859495,22-12-1995,81452156,127,Fantasy
tt0114898,Waterworld,16.885184,28-07-1995,264218220,135,Adventure
tt0114906,Welcome to the Dollhouse,5.14056,24-05-1995,0,88,Adventure
tt0111689,What Happened Was...,0.534606,09-09-1994,0,91,Drama
tt0108550,What's Eating Gilbert Grape,10.3919,17-12-1993,10032765,118,Animation
tt0108551,What's Love Got to Do with It,14.820883,09-06-1993,0,118,Drama
tt0111693,When a Man Loves a Woman,4.322544,29-04-1994,50021959,126,Adventure
tt0114916,When Night Is Falling,3.302524,05-05-1995,0,96,Documentry
tt0114924,While You Were Sleeping,15.783615,21-04-1995,182057016,103,Family
tt0114928,White Man's Burden,1.834099,01-12-1995,0,89,Thriller
tt0118158,White Squall,9.568604,02-02-1996,10300000,129,Action
tt0111709,Wide Eyed and Legless,0.00015,05-09-1993,0,102,Adventure
tt0111712,Widows' Peak,0.409427,13-05-1994,0,101,Drama
tt0114938,Wild Bill,8.922139,01-12-1995,0,98,Thriller
tt0111732,With Honors,2.969003,29-04-1994,0,103,Drama
tt0111742,Wolf,14.063845,17-06-1994,0,125,Drama
tt0111756,Wyatt Earp,9.277147,24-06-1994,25052000,191,Drama
tt0049967,X: The Unknown,7.530903,21-09-1956,0,81,Action
tt0160009,The Art of War,9.800232,23-08-2000,30199105,117,Adventure
tt0236008,The Ballad of Ramblin' Jack,0.00259,26-01-2000,0,112,Fantasy
tt0168515,Phish: Bittersweet Motel,0.158157,25-08-2000,0,82,Action
tt0204946,Bring It On,6.402888,25-08-2000,90449929,98,Drama
tt0162903,Catfish in Black Bean Sauce,0.003552,09-06-2000,0,119,Comedy
tt0198386,The Crew,2.086952,21-08-2000,0,88,Comedy
tt0234137,Love & Sex,9.684941,24-01-2000,0,82,Animation
tt0161216,Steal This Movie,1.391996,18-08-2000,0,107,Family
tt0157182,Went to Coney Island on a Mission from God... Be Back by Five,0.001652,01-01-1998,0,94,Family
tt0209322,Skipped Parts,1.975975,06-06-2000,0,100,Drama
tt0144964,Highlander: Endgame,11.430964,01-09-2000,15843608,87,Drama
tt0259207,Backstage,0.363422,08-09-2000,0,86,Drama
tt0216772,Turn It Up,1.316179,06-09-2000,0,86,Adventure
tt0187696,Anatomie,5.566781,03-02-2000,0,103,Drama
tt0171580,Nurse Betty,6.335925,08-09-2000,0,108,Adventure
tt0190798,Solas,0.454971,05-03-1999,0,101,Thriller
tt0204626,The Watcher,6.173059,08-09-2000,0,96,Thriller
tt0202677,The Way of the Gun,6.03633,08-09-2000,19125401,119,Documentry
tt0181875,Almost Famous,9.086699,15-09-2000,47383689,122,Adventure
tt0211938,Bait,3.155291,14-09-2000,0,119,Documentry
tt0191037,Circus,0.652784,05-05-2000,0,95,Music
tt0197384,Crime + Punishment in Suburbia,5.062928,01-01-2000,26394,100,Music
tt0134630,Duets,3.587042,09-09-2000,0,112,Thriller
tt0210717,Goya en Burdeos,1.300405,04-09-1999,0,100,Adventure
tt0182508,Urbania,0.445233,24-01-2000,0,103,Drama
tt0188694,Uninvited Guest,0.269126,01-06-1999,170832,116,Drama
tt0181836,The Specials,5.46027,22-09-2000,0,82,Action
tt0164212,Under Suspicion,11.839267,24-09-2000,260562,110,Adventure
tt0170452,Prince of Central Park,1.191371,22-09-2000,0,109,Fantasy
tt0192731,Urban Legends: Final Cut,12.243528,19-09-2000,38574362,97,Action
tt0206420,Woman on Top,2.935127,22-09-2000,0,92,Drama
tt0168629,Dancer in the Dark,10.684806,17-05-2000,40031879,140,Comedy
tt0218839,Best in Show,6.256848,19-09-2000,0,90,Comedy
tt0210567,Beautiful,2.788606,10-09-2000,0,112,Animation
tt0211219,Barenaked in America,0.092135,01-01-1999,0,0,Family
tt0222850,The Broken Hearts Club: A Romantic Comedy,1.795849,01-02-2000,1744858,94,Family
tt0210075,Girlfight,4.152211,01-05-2000,0,110,Drama
tt0210945,Remember the Titans,6.587726,29-09-2000,136706683,113,Drama
tt0093177,Hellraiser,10.81305,11-09-1987,14564027,94,Drama
tt0095294,Hellbound: Hellraiser II,8.541732,23-12-1988,12090735,97,Adventure
tt0104409,Hellraiser III: Hell on Earth,6.546551,11-09-1992,12534961,93,Drama
tt0107209,"In weiter Ferne, so nah!",2.958988,09-09-1993,810455,144,Adventure
tt0056860,Beach Party,0.816475,07-08-1963,0,101,Thriller
tt0057887,Bikini Beach,0.706082,22-07-1964,0,99,Thriller
tt0053219,Return of the Fly,4.804353,01-07-1959,0,80,Documentry
tt0058440,Pajama Party,0.297137,11-11-1964,0,82,Adventure
tt0088184,Stranger Than Paradise,11.33706,01-10-1984,0,89,Documentry
tt0055608,Voyage to the Bottom of the Sea,3.013584,12-07-1961,7000000,105,Music
tt0060397,Fantastic Voyage,12.53841,24-08-1966,12000000,100,Music
tt0040068,Bud Abbott Lou Costello Meet Frankenstein,4.372409,15-06-1948,0,83,Thriller
tt0032234,The Bank Dick,1.423358,29-11-1940,0,72,Adventure
tt0046876,Creature from the Black Lagoon,7.390658,05-03-1954,1300000,79,Drama
tt0052846,The Giant Gila Monster,1.847223,25-06-1959,0,74,Drama
tt0024184,The Invisible Man,5.192905,13-11-1933,0,71,Action
tt0052969,The Killer Shrews,1.230246,25-06-1959,0,69,Adventure
tt0050610,Kronos,0.935835,31-03-1957,0,78,Fantasy
tt0036261,Phantom of the Opera,3.658396,27-08-1943,0,92,Action
tt0088024,Runaway,2.537509,14-12-1984,0,100,Drama
tt0084695,The Slumber Party Massacre,6.133484,12-11-1982,0,77,Comedy
tt0093996,Slumber Party Massacre II,1.718146,30-10-1987,0,75,Comedy
tt0100639,Slumber Party Massacre III,1.986075,07-09-1990,0,87,Animation
tt0091990,Sorority House Massacre,1.872461,01-10-1986,0,74,Family
tt0100663,Sorority House Massacre II,0.763373,05-10-1990,0,80,Family
tt0215545,Bamboozled,4.380258,06-10-2000,0,135,Drama
tt0210584,Bootmen,1.40065,05-10-2000,0,89,Drama
tt0259974,Digimon: The Movie,5.300501,17-03-2000,0,82,Drama
tt0208988,Get Carter,6.047757,06-10-2000,19412993,102,Adventure
tt0067128,Get Carter,7.505268,03-03-1971,0,112,Drama
tt0212338,Meet the Parents,14.178281,06-10-2000,330444045,108,Adventure
tt0180093,Requiem for a Dream,6.874828,27-10-2000,7390108,102,Thriller
tt0170691,Tigerland,5.878885,22-09-2000,0,101,Thriller
tt0202641,Two Family House,0.265689,21-01-2000,0,104,Documentry
tt0208874,The Contender,15.072042,13-10-2000,0,126,Adventure
tt0205271,Dr. T and the Women,6.761308,13-09-2000,0,121,Documentry
tt0162236,Just Looking,0.484849,21-10-1999,0,97,Music
tt0213790,The Ladies Man,3.755409,13-10-2000,13700000,84,Music
tt0160484,Lost Souls,6.604577,13-10-2000,0,97,Thriller
tt0066832,Billy Jack,2.157316,02-08-1971,0,114,Adventure
tt0075754,Billy Jack Goes to Washington,0.357885,16-04-1977,0,155,Drama
tt0054387,The Time Machine,12.054356,17-08-1960,0,103,Drama
tt0113269,Haunted,3.287359,27-10-1995,0,108,Action
tt0089200,Ghoulies,4.734765,08-11-1984,35000000,81,Adventure
tt0093091,Ghoulies II,3.606319,18-09-1987,0,89,Fantasy
tt0058708,The Unsinkable Molly Brown,5.139716,11-06-1964,0,128,Action
tt0041094,The Adventures of Ichabod and Mr. Toad,7.554977,05-10-1949,0,68,Drama
tt0038988,The Strange Love of Martha Ivers,7.898057,24-07-1946,0,116,Comedy
tt0037638,Detour,3.392467,30-11-1945,0,67,Comedy
tt0249462,Billy Elliot,12.158424,18-05-2000,110000000,110,Animation
tt0230030,Bedazzled,8.781588,19-10-2000,90383208,93,Family
tt0199753,Red Planet,8.534176,10-11-2000,33463969,106,Music
tt0197096,What's Cooking?,0.877264,20-01-2000,0,110,Music
tt0203230,You Can Count on Me,6.505313,17-11-2000,0,111,Thriller
tt0066995,Diamonds Are Forever,12.00491,13-12-1971,116019547,120,Adventure
tt0074452,The Eagle Has Landed,10.982385,24-12-1976,0,135,Drama
tt0216216,The 6th Day,8.41311,17-11-2000,96085477,123,Drama
tt0186894,Bounce,13.349518,15-11-2000,36779296,106,Action
tt0170016,How the Grinch Stole Christmas,11.642462,17-11-2000,345141403,104,Adventure
tt0230591,One Day in September,1.039367,22-10-1999,0,94,Fantasy
tt0213203,Rugrats in Paris: The Movie,5.568359,14-09-2000,103,78,Action
tt0092842,Dead of Winter,0.096403,06-02-1987,2413427,100,Adventure
tt0092843,The Dead,1.543035,03-09-1987,0,83,Fantasy
tt0092854,Death Before Dishonor,0.000603,20-02-1987,0,91,Action
tt0092897,Disorderlies,1.416498,14-07-1987,10348437,86,Drama
tt0092904,Dogs in Space,0.256896,18-12-1986,0,103,Comedy
tt0092948,Eddie Murphy Raw,11.266569,25-11-1987,50504655,90,Comedy
tt0092965,Empire of the Sun,10.220906,09-12-1987,22238696,153,Animation
tt0092974,Ernest Goes to Camp,5.712291,22-05-1987,23509382,92,Family
tt0083907,The Evil Dead,10.421679,15-10-1981,29400000,85,Family
tt0092997,Extreme Prejudice,6.407061,24-04-1987,0,101,Drama
tt0093006,Family Viewing,1.131486,02-10-1987,0,86,Drama
tt0093029,Five Corners,5.939428,11-09-1987,0,90,Drama
tt0093036,Flowers in the Attic,2.967729,20-11-1987,0,93,Adventure
tt0093044,The Fourth Protocol,3.246823,28-08-1987,0,119,Drama
tt0093073,Gardens of Stone,2.787833,05-05-1987,5262047,111,Adventure
tt0093092,Giulia e Giulia,0.756115,01-01-1987,0,98,Thriller
tt0093093,The Glass Menagerie,0.64701,23-10-1987,0,134,Thriller
tt0093104,"Good Morning, Babilonia",1.077673,13-05-1987,183700,117,Documentry
tt0093186,Hiding Out,2.026942,06-11-1987,0,98,Adventure
tt0093200,Hollywood Shuffle,6.502861,20-03-1987,0,78,Documentry
tt0093209,Hope and Glory,3.390491,03-09-1987,0,113,Music
tt0093215,Hot Pursuit,6.816276,08-05-1987,4215859,93,Music
tt0093225,Housekeeping,0.773954,25-11-1987,1083282,116,Thriller
tt0093231,Hunk,1.832238,06-03-1987,1749956,102,Adventure
tt0093260,Innerspace,10.134408,30-06-1987,25893810,120,Drama
tt0093277,Ironweed,2.601933,18-12-1987,0,143,Drama
tt0093278,Ishtar,3.986985,15-05-1987,14375181,107,Action
tt0093300,Jaws: The Revenge,9.327986,17-07-1987,51881013,89,Adventure
tt0093405,Leonard Part 6,3.47537,18-12-1987,4916871,85,Fantasy
tt0093407,Less Than Zero,4.028679,06-11-1987,12396383,98,Action
tt0093418,Like Father Like Son,9.071509,02-10-1987,34377585,96,Drama
tt0093437,The Lost Boys,9.099731,31-07-1987,32222567,97,Comedy
tt0093467,Made in Heaven,1.403116,06-11-1987,0,103,Comedy
tt0093476,Maid to Order,1.542276,10-07-1987,9868521,93,Animation
tt0093477,Making Mr. Right,1.954131,01-01-1987,0,98,Family
tt0093493,Mannequin,8.525782,13-02-1987,42721196,89,Family
tt0093507,Masters of the Universe,7.106954,07-08-1987,17336370,106,Drama
tt0093539,Million Dollar Mystery,0.005351,12-06-1987,0,95,Drama
tt0093560,The Monster Squad,7.075534,14-08-1987,3769990,82,Drama
tt0093562,A Month in the Country,4.366662,01-01-1987,0,96,Adventure
tt0093567,Morgan Stewart's Coming Home,0.393208,20-02-1987,0,96,Drama
tt0093589,My Demon Lover,0.559319,24-04-1987,0,90,Adventure
tt0093638,No Man's Land,2.406724,23-10-1987,0,106,Thriller
tt0093648,North Shore,1.047417,14-08-1987,3832228,96,Thriller
tt0192111,Head Over Heels,5.594987,02-02-2001,10424470,86,Documentry
tt0190524,Left Behind,2.663191,30-10-2000,0,96,Adventure
tt0030386,Love Finds Andy Hardy,0.899034,22-07-1938,0,91,Documentry
tt0055100,Lover Come Back,5.076113,20-11-1961,8,107,Adventure
tt0110857,Police Academy: Mission to Moscow,6.168241,09-06-1994,126247,83,Documentry
tt0064893,Ring of Bright Water,0.508126,18-06-1969,0,107,Music
tt0077235,Big Wednesday,11.589692,26-05-1978,0,120,Music
tt0089160,Fool for Love,0.830943,06-12-1985,0,106,Thriller
tt0087337,Give My Regards to Broad Street,1.134476,28-11-1984,0,109,Adventure
tt0146879,The Hi-Line,0.211159,05-05-2000,0,95,Drama
tt0070291,The Last of Sheila,1.569849,14-06-1973,0,120,Drama
tt0105150,The Playboys,1.044831,22-04-1992,0,117,Action
tt0063642,Star!,0.585397,18-07-1968,14000000,176,Adventure
tt0045317,We're Not Married!,1.241513,11-07-1952,0,86,Fantasy
tt0094331,Wish You Were Here,0.290331,24-07-1987,0,92,Action
tt0031022,The Adventures of Sherlock Holmes,2.561651,01-09-1939,0,85,Drama
tt0099166,Book of Love,0.603549,03-08-1990,0,82,Comedy
tt0049301,Helen of Troy,5.489068,26-01-1956,0,118,Comedy
tt0031448,The Hound of the Baskervilles,2.722222,31-03-1939,0,80,Animation
tt0063759,Vargtimmen,4.665202,01-01-1968,0,90,Family
tt0066090,The Molly Maguires,2.27258,27-01-1970,2200000,124,Family
tt0047542,Suddenly,1.859033,07-10-1954,0,75,Drama
tt0120423,Urban Ghost Story,0.085069,13-07-1998,0,82,Drama
tt0039725,Possessed,3.122447,26-07-1947,0,108,Drama
tt0168080,Muertos de risa,0.396431,12-03-1999,0,113,Adventure
tt0034946,Kings Row,0.877933,18-04-1942,0,127,Drama
tt0018051,The Kid Brother,1.13281,17-01-1927,0,82,Adventure
tt0020827,The Divorcee,0.648708,19-04-1930,0,84,Thriller
tt0100129,Meet the Applegates,0.399156,01-02-1991,485772,90,Thriller
tt0093871,Robotto kânibaru,1.193577,21-07-1987,0,92,Documentry
tt0078766,Americathon,0.942425,10-08-1979,0,86,Adventure
tt0092752,The Chipmunk Adventure,3.624446,22-05-1987,0,77,Documentry
tt0041841,Sands of Iwo Jima,2.828371,14-12-1949,7800000,100,Music
tt0811080,Speed Racer,7.134168,09-05-2008,93945766,135,Adventure
tt0857376,Gabriel,3.840024,15-11-2007,0,109,Documentry
tt1007950,Diminished Capacity,1.753039,04-07-2008,0,92,Music
tt0348853,Nathalie...,1.213791,11-09-2003,0,105,Music
tt0488988,Chapter 27,3.695319,25-01-2007,0,84,Thriller
tt0070794,The Thief Who Came to Dinner,0.479557,01-03-1973,0,104,Adventure
tt0865556,The Forbidden Kingdom,6.997601,18-04-2008,127906624,104,Drama
tt0963208,Where in the World Is Osama Bin Laden?,1.476045,21-01-2008,0,93,Drama
tt0815178,The Life Before Her Eyes,12.914737,08-09-2007,0,90,Action
tt0466771,"Puff, Puff, Pass",5.419965,09-05-2006,0,94,Adventure
tt0069134,Pulp,1.397348,01-11-1972,0,95,Fantasy
tt0437954,Virgin Territory,6.100498,17-12-2007,5410749,93,Action
tt1045670,Happy-Go-Lucky,11.361898,18-04-2008,18130888,118,Drama
tt0815241,Religulous,9.045712,01-10-2008,0,101,Comedy
tt0892899,Outpost,5.004215,11-03-2007,0,90,Comedy
tt0845955,Are You Scared?,1.487765,12-09-2006,0,79,Animation
tt0892425,Pries parskrendant i zeme,0.212159,10-10-2005,0,52,Family
tt0470732,Bernard and Doris,1.333473,01-09-2006,0,103,Family
tt0845046,Son of Rambow,7.391932,22-01-2007,6870249,96,Drama
tt1111833,Super High Me,11.320193,13-10-2007,0,89,Drama
tt0032258,Black Friday,1.1357,12-04-1940,0,70,Drama
tt0027800,The Invisible Ray,1.486415,20-01-1936,0,80,Adventure
tt0023249,Murders in the Rue Morgue,2.522351,21-02-1932,0,61,Drama
tt0073240,The Killer Elite,1.3963,19-12-1975,0,122,Adventure
tt0028345,Tarzan Escapes,1.610075,06-11-1936,0,89,Thriller
tt0032007,Tarzan Finds a Son!,2.40912,16-06-1939,0,82,Thriller
tt0034266,Tarzan's Secret Treasure,1.290506,01-12-1941,0,81,Documentry
tt0035419,Tarzan's New York Adventure,4.17024,01-05-1942,0,71,Adventure
tt0045296,Viva Zapata!,5.983838,07-02-1952,0,113,Documentry
tt0419449,Antares,0.927134,03-12-2004,0,105,Music
tt0425326,Outsourced,8.735319,12-09-2006,0,102,Music
tt0800240,Deception,7.720729,24-04-2008,17741298,107,Thriller
tt0871426,Baby Mama,10.901355,23-04-2008,63833449,99,Adventure
tt0494271,La sconosciuta,3.732055,09-10-2006,0,118,Drama
